pokedex_entry,pokemon_name,pokemon_types,species,height,weight,abilities,ev_yield,catch_rate,friendship,base_exp,growth_rate,egg_groups,genders,egg_cycles,super_effective_on_subject,not_effective_on_subject,no_effect_on_subject,description,level_up_moves
506,Lillipup,['Normal'],Puppy Pokémon,0.4 m (1′04″),4.1 kg (9.0 lbs),"['Vital Spirit', 'Pickup', 'Run Away']","
1 Attack ","255 (33.3% with PokéBall, full HP)",70 (normal),55,Medium Slow,['Field'],"['50% male', '50% female']","15 (3,599–3,855 steps)
",['Fighting'],[],['Ghost'],"This Pokémon is popular with beginners because it’s intelligent, obedient to its Trainer’s commands, and easy to raise.","[('1', 'Leer'), ('1', 'Tackle'), ('5', 'Odor Sleuth'), ('8', 'Bite'), ('10', 'Baby-Doll Eyes'), ('12', 'Helping Hand'), ('15', 'Take Down'), ('19', 'Work Up'), ('22', 'Crunch'), ('26', 'Roar'), ('29', 'Retaliate'), ('33', 'Reversal'), ('36', 'Last Resort'), ('40', 'Giga Impact'), ('45', 'Play Rough')]"
507,Herdier,['Normal'],Loyal Dog Pokémon,0.9 m (2′11″),14.7 kg (32.4 lbs),"['Intimidate', 'Sand Rush', 'Scrappy']","
2 Attack ","120 (15.7% with PokéBall, full HP)",70 (normal),130,Medium Slow,['Field'],"['50% male', '50% female']","15 (3,599–3,855 steps)
",['Fighting'],[],['Ghost'],"It has been living with people for so long that portrayals of it can be found on the walls of caves from long, long ago.","[('1', 'Bite'), ('1', 'Leer'), ('1', 'Odor Sleuth'), ('1', 'Tackle'), ('5', 'Odor Sleuth'), ('8', 'Bite'), ('12', 'Helping Hand'), ('15', 'Take Down'), ('20', 'Work Up'), ('24', 'Crunch'), ('29', 'Roar'), ('33', 'Retaliate'), ('38', 'Reversal'), ('42', 'Last Resort'), ('47', 'Giga Impact'), ('52', 'Play Rough')]"
508,Stoutland,['Normal'],Big-Hearted Pokémon,1.2 m (3′11″),61.0 kg (134.5 lbs),"['Intimidate', 'Sand Rush', 'Scrappy']","
3 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),225,Medium Slow,['Field'],"['50% male', '50% female']","15 (3,599–3,855 steps)
",['Fighting'],[],['Ghost'],"Its fur is long and thick. A long time ago in cold regions, every household kept a Stoutland.","[('1', 'Bite'), ('1', 'Fire Fang'), ('1', 'Ice Fang'), ('1', 'Leer'), ('1', 'Odor Sleuth'), ('1', 'Tackle'), ('1', 'Thunder Fang'), ('5', 'Odor Sleuth'), ('8', 'Bite'), ('12', 'Helping Hand'), ('15', 'Take Down'), ('20', 'Work Up'), ('24', 'Crunch'), ('29', 'Roar'), ('36', 'Retaliate'), ('42', 'Reversal'), ('51', 'Last Resort'), ('59', 'Giga Impact'), ('63', 'Play Rough')]"
509,Purrloin,['Dark'],Devious Pokémon,0.4 m (1′04″),10.1 kg (22.3 lbs),"['Limber', 'Unburden', 'Prankster']","
1 Speed ","255 (33.3% with PokéBall, full HP)",70 (normal),56,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fighting', 'Bug', 'Fairy']","['Ghost', 'Dark']",['Psychic'],Opponents that get drawn in by its adorable behavior come away with stinging scratches from its claws and stinging pride from its laughter.,"[('1', 'Growl'), ('1', 'Scratch'), ('4', 'Sand Attack'), ('5', 'Fake Out'), ('12', 'Fury Swipes'), ('16', 'Torment'), ('21', 'Assurance'), ('24', 'Hone Claws'), ('28', 'Sucker Punch'), ('32', 'Nasty Plot'), ('36', 'Night Slash'), ('40', 'Play Rough')]"
510,Liepard,['Dark'],Cruel Pokémon,1.1 m (3′07″),37.5 kg (82.7 lbs),"['Limber', 'Unburden', 'Prankster']","
2 Speed ","90 (11.8% with PokéBall, full HP)",70 (normal),156,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fighting', 'Bug', 'Fairy']","['Ghost', 'Dark']",['Psychic'],This stealthy Pokémon sneaks up behind prey without making any sound at all. It competes with Thievul for territory.,"[('1', 'Fake Out'), ('1', 'Growl'), ('1', 'Sand Attack'), ('1', 'Scratch'), ('12', 'Fury Swipes'), ('16', 'Torment'), ('23', 'Assurance'), ('28', 'Hone Claws'), ('34', 'Sucker Punch'), ('40', 'Nasty Plot'), ('46', 'Night Slash'), ('52', 'Play Rough')]"
511,Pansage,['Grass'],Grass Monkey Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),"['Gluttony', 'Overgrow']","
1 Speed ","190 (24.8% with PokéBall, full HP)",70 (normal),63,Medium Fast,['Field'],"['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,"[('1', 'Play Nice'), ('1', 'Scratch'), ('4', 'Leer'), ('7', 'Lick'), ('10', 'Vine Whip'), ('13', 'Fury Swipes'), ('16', 'Leech Seed'), ('19', 'Bite'), ('22', 'Seed Bomb'), ('25', 'Torment'), ('28', 'Fling'), ('31', 'Acrobatics'), ('34', 'Grass Knot'), ('37', 'Recycle'), ('40', 'Natural Gift'), ('43', 'Crunch')]"
512,Simisage,['Grass'],Thorn Monkey Pokémon,1.1 m (3′07″),30.5 kg (67.2 lbs),"['Gluttony', 'Overgrow']","
2 Speed ","75 (9.8% with PokéBall, full HP)",70 (normal),174,Medium Fast,['Field'],"['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.","[('1', 'Fury Swipes'), ('1', 'Leer'), ('1', 'Lick'), ('1', 'Seed Bomb')]"
513,Pansear,['Fire'],High Temp Pokémon,0.6 m (2′00″),11.0 kg (24.3 lbs),"['Gluttony', 'Blaze']","
1 Speed ","190 (24.8% with PokéBall, full HP)",70 (normal),63,Medium Fast,['Field'],"['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[],This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,"[('1', 'Play Nice'), ('1', 'Scratch'), ('4', 'Leer'), ('7', 'Lick'), ('10', 'Incinerate'), ('13', 'Fury Swipes'), ('16', 'Yawn'), ('19', 'Bite'), ('22', 'Flame Burst'), ('25', 'Amnesia'), ('28', 'Fling'), ('31', 'Acrobatics'), ('34', 'Fire Blast'), ('37', 'Recycle'), ('40', 'Natural Gift'), ('43', 'Crunch')]"
514,Simisear,['Fire'],Ember Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),"['Gluttony', 'Blaze']","
2 Speed ","75 (9.8% with PokéBall, full HP)",70 (normal),174,Medium Fast,['Field'],"['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[],"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.","[('1', 'Flame Burst'), ('1', 'Fury Swipes'), ('1', 'Leer'), ('1', 'Lick')]"
515,Panpour,['Water'],Spray Pokémon,0.6 m (2′00″),13.5 kg (29.8 lbs),"['Gluttony', 'Torrent']","
1 Speed ","190 (24.8% with PokéBall, full HP)",70 (normal),63,Medium Fast,['Field'],"['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,"[('1', 'Play Nice'), ('1', 'Scratch'), ('4', 'Leer'), ('7', 'Lick'), ('10', 'Water Gun'), ('13', 'Fury Swipes'), ('16', 'Water Sport'), ('19', 'Bite'), ('22', 'Scald'), ('25', 'Taunt'), ('28', 'Fling'), ('31', 'Acrobatics'), ('34', 'Brine'), ('37', 'Recycle'), ('40', 'Natural Gift'), ('43', 'Crunch')]"
516,Simipour,['Water'],Geyser Pokémon,1.0 m (3′03″),29.0 kg (63.9 lbs),"['Gluttony', 'Torrent']","
2 Speed ","75 (9.8% with PokéBall, full HP)",70 (normal),174,Medium Fast,['Field'],"['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.","[('1', 'Fury Swipes'), ('1', 'Leer'), ('1', 'Lick'), ('1', 'Scald')]"
517,Munna,['Psychic'],Dream Eater Pokémon,0.6 m (2′00″),23.3 kg (51.4 lbs),"['Forewarn', 'Synchronize', 'Telepathy']","
1 HP ","190 (24.8% with PokéBall, full HP)",70 (normal),58,Fast,['Field'],"['50% male', '50% female']","10 (2,314–2,570 steps)
","['Bug', 'Ghost', 'Dark']","['Fighting', 'Psychic']",[],"It eats dreams and releases mist. The mist is pink when it’s eating a good dream, and black when it’s eating a nightmare.","[('1', 'Defense Curl'), ('1', 'Stored Power'), ('4', 'Hypnosis'), ('8', 'Psybeam'), ('12', 'Imprison'), ('16', 'Moonlight'), ('20', 'Magic Coat'), ('24', 'Zen Headbutt'), ('28', 'Calm Mind'), ('32', 'Yawn'), ('36', 'Psychic'), ('40', 'Moonblast'), ('44', 'Dream Eater'), ('48', 'Future Sight'), ('52', 'Wonder Room')]"
518,Musharna,['Psychic'],Drowsing Pokémon,1.1 m (3′07″),60.5 kg (133.4 lbs),"['Forewarn', 'Synchronize', 'Telepathy']","
2 HP ","75 (9.8% with PokéBall, full HP)",70 (normal),170,Fast,['Field'],"['50% male', '50% female']","10 (2,314–2,570 steps)
","['Bug', 'Ghost', 'Dark']","['Fighting', 'Psychic']",[],"It drowses and dreams all the time. It’s best to leave it be if it’s just woken up, as it’s a terrible grump when freshly roused from sleep.","[('1', 'Calm Mind'), ('1', 'Defense Curl'), ('1', 'Dream Eater'), ('1', 'Future Sight'), ('1', 'Hypnosis'), ('1', 'Imprison'), ('1', 'Magic Coat'), ('1', 'Moonblast'), ('1', 'Moonlight'), ('1', 'Psybeam'), ('1', 'Psychic'), ('1', 'Psychic Terrain'), ('1', 'Stored Power'), ('1', 'Wonder Room'), ('1', 'Yawn'), ('1', 'Zen Headbutt')]"
519,Pidove,"['Normal', 'Flying']",Tiny Pigeon Pokémon,0.3 m (1′00″),2.1 kg (4.6 lbs),"['Big Pecks', 'Super Luck', 'Rivalry']","
1 Attack ","255 (33.3% with PokéBall, full HP)",70 (normal),53,Medium Slow,['Flying'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Electric', 'Ice', 'Rock']","['Grass', 'Bug']","['Ground', 'Ghost']","It’s forgetful and not very bright, but many Trainers love it anyway for its friendliness and sincerity.","[('1', 'Growl'), ('1', 'Gust'), ('4', 'Leer'), ('8', 'Quick Attack'), ('12', 'Taunt'), ('16', 'Air Cutter'), ('20', 'Swagger'), ('24', 'Feather Dance'), ('28', 'Detect'), ('32', 'Air Slash'), ('36', 'Roost'), ('40', 'Tailwind'), ('44', 'Sky Attack')]"
520,Tranquill,"['Normal', 'Flying']",Wild Pigeon Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),"['Big Pecks', 'Super Luck', 'Rivalry']","
2 Attack ","120 (15.7% with PokéBall, full HP)",70 (normal),125,Medium Slow,['Flying'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Electric', 'Ice', 'Rock']","['Grass', 'Bug']","['Ground', 'Ghost']",These bright Pokémon have acute memories. Apparently delivery workers often choose them as their partners.,"[('1', 'Growl'), ('1', 'Gust'), ('1', 'Leer'), ('1', 'Quick Attack'), ('12', 'Taunt'), ('16', 'Air Cutter'), ('20', 'Swagger'), ('26', 'Feather Dance'), ('34', 'Detect'), ('38', 'Air Slash'), ('44', 'Roost'), ('50', 'Tailwind'), ('56', 'Sky Attack')]"
521,Unfezant,"['Normal', 'Flying']",Proud Pokémon,1.2 m (3′11″),29.0 kg (63.9 lbs),"['Big Pecks', 'Super Luck', 'Rivalry']","
3 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),220,Medium Slow,['Flying'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Electric', 'Ice', 'Rock']","['Grass', 'Bug']","['Ground', 'Ghost']",Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,"[('1', 'Growl'), ('1', 'Gust'), ('1', 'Leer'), ('1', 'Quick Attack'), ('12', 'Taunt'), ('16', 'Air Cutter'), ('20', 'Swagger'), ('26', 'Feather Dance'), ('36', 'Detect'), ('42', 'Air Slash'), ('50', 'Roost'), ('58', 'Tailwind'), ('66', 'Sky Attack')]"
522,Blitzle,['Electric'],Electrified Pokémon,0.8 m (2′07″),29.8 kg (65.7 lbs),"['Lightning Rod', 'Motor Drive', 'Sap Sipper']","
1 Speed ","190 (24.8% with PokéBall, full HP)",70 (normal),59,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
",['Ground'],"['Electric', 'Flying', 'Steel']",['Grass'],Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.,"[('1', 'Quick Attack'), ('4', 'Tail Whip'), ('8', 'Charge'), ('11', 'Shock Wave'), ('15', 'Thunder Wave'), ('18', 'Flame Charge'), ('22', 'Pursuit'), ('25', 'Spark'), ('29', 'Stomp'), ('32', 'Discharge'), ('36', 'Agility'), ('39', 'Wild Charge'), ('43', 'Thrash')]"
523,Zebstrika,['Electric'],Thunderbolt Pokémon,1.6 m (5′03″),79.5 kg (175.3 lbs),"['Lightning Rod', 'Motor Drive', 'Sap Sipper']","
2 Speed ","75 (9.8% with PokéBall, full HP)",70 (normal),174,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
",['Ground'],"['Electric', 'Flying', 'Steel']",['Grass'],"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","[('1', 'Charge'), ('1', 'Ion Deluge'), ('1', 'Quick Attack'), ('1', 'Tail Whip'), ('1', 'Thunder Wave'), ('4', 'Tail Whip'), ('8', 'Charge'), ('11', 'Shock Wave'), ('15', 'Thunder Wave'), ('18', 'Flame Charge'), ('22', 'Pursuit'), ('25', 'Spark'), ('31', 'Stomp'), ('36', 'Discharge'), ('42', 'Agility'), ('47', 'Wild Charge'), ('53', 'Thrash'), ('58', 'Ion Deluge')]"
524,Roggenrola,['Rock'],Mantle Pokémon,0.4 m (1′04″),18.0 kg (39.7 lbs),"['Sturdy', 'Weak Armor', 'Sand Force']","
1 Defense ","255 (33.3% with PokéBall, full HP)",70 (normal),56,Medium Slow,['Mineral'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[],"When it detects a noise, it starts to move. The energy core inside it makes this Pokémon slightly warm to the touch.","[('1', 'Sand Attack'), ('1', 'Tackle'), ('4', 'Harden'), ('8', 'Stealth Rock'), ('12', 'Mud-Slap'), ('16', 'Smack Down'), ('20', 'Iron Defense'), ('24', 'Headbutt'), ('28', 'Rock Slide'), ('32', 'Rock Blast'), ('36', 'Sandstorm'), ('40', 'Stone Edge'), ('44', 'Explosion')]"
525,Boldore,['Rock'],Ore Pokémon,0.9 m (2′11″),102.0 kg (224.9 lbs),"['Sturdy', 'Weak Armor', 'Sand Force']","
1 Attack, 1 Defense ","120 (15.7% with PokéBall, full HP)",70 (normal),137,Medium Slow,['Mineral'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[],"It relies on sound in order to monitor what’s in its vicinity. When angered, it will attack without ever changing the direction it’s facing.","[('1', 'Harden'), ('1', 'Power Gem'), ('1', 'Sand Attack'), ('1', 'Stealth Rock'), ('1', 'Tackle'), ('12', 'Mud-Slap'), ('16', 'Smack Down'), ('20', 'Iron Defense'), ('24', 'Headbutt'), ('30', 'Rock Slide'), ('36', 'Rock Blast'), ('42', 'Sandstorm'), ('48', 'Stone Edge'), ('54', 'Explosion')]"
526,Gigalith,['Rock'],Compressed Pokémon,1.7 m (5′07″),260.0 kg (573.2 lbs),"['Sturdy', 'Sand Stream', 'Sand Force']","
3 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),232,Medium Slow,['Mineral'],"['50% male', '50% female']","15 (3,599–3,855 steps)
","['Water', 'Grass', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Poison', 'Flying']",[],"Although its energy blasts can blow away a dump truck, they have a limitation— they can only be fired when the sun is out.","[('1', 'Harden'), ('1', 'Power Gem'), ('1', 'Sand Attack'), ('1', 'Stealth Rock'), ('1', 'Tackle'), ('12', 'Mud-Slap'), ('16', 'Smack Down'), ('20', 'Iron Defense'), ('24', 'Headbutt'), ('30', 'Rock Slide'), ('36', 'Rock Blast'), ('42', 'Sandstorm'), ('48', 'Stone Edge'), ('54', 'Explosion')]"
527,Woobat,"['Psychic', 'Flying']",Bat Pokémon,0.4 m (1′04″),2.1 kg (4.6 lbs),"['Unaware', 'Klutz', 'Simple']","
1 Speed ","190 (24.8% with PokéBall, full HP)",70 (normal),65,Medium Fast,"['Field', 'Flying']","['50% male', '50% female']","15 (3,599–3,855 steps)
","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['Grass', 'Psychic']",['Ground'],"It emits ultrasonic waves as it flutters about, searching for its prey—bug Pokémon.","[('1', 'Attract'), ('1', 'Gust'), ('5', 'Confusion'), ('10', 'Endeavor'), ('15', 'Air Cutter'), ('20', 'Imprison'), ('25', 'Assurance'), ('30', 'Amnesia'), ('35', 'Air Slash'), ('40', 'Psychic'), ('45', 'Calm Mind'), ('50', 'Future Sight'), ('55', 'Simple Beam')]"
528,Swoobat,"['Psychic', 'Flying']",Courting Pokémon,0.9 m (2′11″),10.5 kg (23.1 lbs),"['Unaware', 'Klutz', 'Simple']","
2 Speed ","45 (5.9% with PokéBall, full HP)",70 (normal),149,Medium Fast,"['Field', 'Flying']","['50% male', '50% female']","15 (3,599–3,855 steps)
","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['Grass', 'Psychic']",['Ground'],The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.,"[('1', 'Attract'), ('1', 'Confusion'), ('1', 'Endeavor'), ('1', 'Gust'), ('15', 'Air Cutter'), ('20', 'Imprison'), ('25', 'Assurance'), ('30', 'Amnesia'), ('35', 'Air Slash'), ('40', 'Psychic'), ('45', 'Calm Mind'), ('50', 'Future Sight'), ('55', 'Simple Beam')]"
529,Drilbur,['Ground'],Mole Pokémon,0.3 m (1′00″),8.5 kg (18.7 lbs),"['Sand Rush', 'Sand Force', 'Mold Breaker']","
1 Attack ","120 (15.7% with PokéBall, full HP)",70 (normal),66,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Water', 'Grass', 'Ice']","['Poison', 'Rock']",['Electric'],"It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it.","[('1', 'Mud-Slap'), ('1', 'Rapid Spin'), ('4', 'Scratch'), ('8', 'Hone Claws'), ('12', 'Fury Swipes'), ('16', 'Metal Claw'), ('20', 'Sandstorm'), ('24', 'Crush Claw'), ('28', 'Rock Slide'), ('32', 'Dig'), ('36', 'Swords Dance'), ('40', 'Drill Run'), ('44', 'Earthquake'), ('48', 'Fissure')]"
530,Excadrill,"['Ground', 'Steel']",Subterrene Pokémon,0.7 m (2′04″),40.4 kg (89.1 lbs),"['Sand Rush', 'Sand Force', 'Mold Breaker']","
2 Attack ","60 (7.8% with PokéBall, full HP)",70 (normal),178,Medium Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Fire', 'Water', 'Fighting', 'Ground']","['Normal', 'Flying', 'Psychic', 'Bug', 'Dragon', 'Steel', 'Fairy']","['Electric', 'Poison']","Known as the Drill King, this Pokémon can tunnel through the terrain at speeds of over 90 mph.","[('1', 'Hone Claws'), ('1', 'Horn Drill'), ('1', 'Mud-Slap'), ('1', 'Rapid Spin'), ('1', 'Scratch'), ('12', 'Fury Swipes'), ('16', 'Metal Claw'), ('20', 'Sandstorm'), ('24', 'Crush Claw'), ('28', 'Rock Slide'), ('34', 'Dig'), ('40', 'Swords Dance'), ('46', 'Drill Run'), ('52', 'Earthquake'), ('58', 'Fissure')]"
531,Audino,['Normal'],Hearing Pokémon,1.1 m (3′07″),31.0 kg (68.3 lbs),"['Healer', 'Regenerator', 'Klutz']","
2 HP ","255 (33.3% with PokéBall, full HP)",70 (normal),390,Fast,['Fairy'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Poison', 'Steel']","['Bug', 'Dark']","['Ghost', 'Dragon']",037 (Black/White)036 (Black 2/White 2)123 (X/Y — Central Kalos),"[('1', 'Growl'), ('1', 'Helping Hand'), ('1', 'Hyper Voice'), ('1', 'Last Resort'), ('1', 'Misty Terrain'), ('1', 'Play Nice'), ('1', 'Pound'), ('5', 'Baby-Doll Eyes'), ('9', 'Refresh'), ('13', 'Disarming Voice'), ('17', 'Double Slap'), ('21', 'Attract'), ('25', 'Secret Power'), ('29', 'Entrainment'), ('33', 'Take Down'), ('37', 'Heal Pulse'), ('41', 'After You'), ('45', 'Simple Beam'), ('49', 'Double-Edge'), ('53', 'Hyper Voice'), ('57', 'Last Resort')]"
532,Timburr,['Fighting'],Muscular Pokémon,0.6 m (2′00″),12.5 kg (27.6 lbs),"['Guts', 'Sheer Force', 'Iron Fist']","
1 Attack ","180 (23.5% with PokéBall, full HP)",70 (normal),61,Medium Slow,['Human-Like'],"['75% male', '25% female']","20 (4,884–5,140 steps)
","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[],Timburr that have started carrying logs that are about three times their size are nearly ready to evolve.,"[('1', 'Leer'), ('1', 'Pound'), ('4', 'Low Kick'), ('8', 'Rock Throw'), ('12', 'Focus Energy'), ('16', 'Bulk Up'), ('20', 'Rock Slide'), ('24', 'Slam'), ('28', 'Scary Face'), ('32', 'Dynamic Punch'), ('36', 'Hammer Arm'), ('40', 'Stone Edge'), ('44', 'Superpower'), ('48', 'Focus Punch')]"
533,Gurdurr,['Fighting'],Muscular Pokémon,1.2 m (3′11″),40.0 kg (88.2 lbs),"['Guts', 'Sheer Force', 'Iron Fist']","
2 Attack ","90 (11.8% with PokéBall, full HP)",70 (normal),142,Medium Slow,['Human-Like'],"['75% male', '25% female']","20 (4,884–5,140 steps)
","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[],"Gurdurr excels at demolition—construction is not its forte. In any case, there’s skill in the way this Pokémon wields its metal beam.","[('1', 'Leer'), ('1', 'Low Kick'), ('1', 'Pound'), ('1', 'Rock Throw'), ('12', 'Focus Energy'), ('16', 'Bulk Up'), ('20', 'Rock Slide'), ('24', 'Slam'), ('30', 'Scary Face'), ('36', 'Dynamic Punch'), ('42', 'Hammer Arm'), ('48', 'Stone Edge'), ('54', 'Superpower'), ('60', 'Focus Punch')]"
534,Conkeldurr,['Fighting'],Muscular Pokémon,1.4 m (4′07″),87.0 kg (191.8 lbs),"['Guts', 'Sheer Force', 'Iron Fist']","
3 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),227,Medium Slow,['Human-Like'],"['75% male', '25% female']","20 (4,884–5,140 steps)
","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[],"When going all out, this Pokémon throws aside its concrete pillars and leaps at opponents to pummel them with its fists.","[('1', 'Leer'), ('1', 'Low Kick'), ('1', 'Pound'), ('1', 'Rock Throw'), ('12', 'Focus Energy'), ('16', 'Bulk Up'), ('20', 'Rock Slide'), ('24', 'Slam'), ('30', 'Scary Face'), ('36', 'Dynamic Punch'), ('42', 'Hammer Arm'), ('48', 'Stone Edge'), ('54', 'Superpower'), ('60', 'Focus Punch')]"
535,Tympole,['Water'],Tadpole Pokémon,0.5 m (1′08″),4.5 kg (9.9 lbs),"['Swift Swim', 'Hydration', 'Water Absorb']","
1 Speed ","255 (33.3% with PokéBall, full HP)",70 (normal),59,Medium Slow,['Water 1'],"['50% male', '50% female']","20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Ice', 'Steel']",['Water'],It uses sound waves to communicate with others of its kind. People and other Pokémon species can’t hear its cries of warning.,"[('1', 'Echoed Voice'), ('1', 'Growl'), ('4', 'Acid'), ('8', 'Supersonic'), ('12', 'Mud Shot'), ('16', 'Round'), ('20', 'Bubble Beam'), ('24', 'Flail'), ('28', 'Uproar'), ('32', 'Aqua Ring'), ('36', 'Hyper Voice'), ('40', 'Muddy Water'), ('44', 'Rain Dance'), ('48', 'Hydro Pump')]"
536,Palpitoad,"['Water', 'Ground']",Vibration Pokémon,0.8 m (2′07″),17.0 kg (37.5 lbs),"['Swift Swim', 'Hydration', 'Water Absorb']","
2 HP ","120 (15.7% with PokéBall, full HP)",70 (normal),134,Medium Slow,['Water 1'],"['50% male', '50% female']","20 (4,884–5,140 steps)
",['Grass'],"['Fire', 'Poison', 'Rock', 'Steel']","['Water', 'Electric']","On occasion, their cries are sublimely pleasing to the ear. Palpitoad with larger lumps on their bodies can sing with a wider range of sounds.","[('1', 'Acid'), ('1', 'Echoed Voice'), ('1', 'Growl'), ('1', 'Supersonic'), ('12', 'Mud Shot'), ('16', 'Round'), ('20', 'Bubble Beam'), ('24', 'Flail'), ('30', 'Uproar'), ('37', 'Aqua Ring'), ('42', 'Hyper Voice'), ('48', 'Muddy Water'), ('54', 'Rain Dance'), ('60', 'Hydro Pump')]"
537,Seismitoad,"['Water', 'Ground']",Vibration Pokémon,1.5 m (4′11″),62.0 kg (136.7 lbs),"['Swift Swim', 'Poison Touch', 'Water Absorb']","
3 HP ","45 (5.9% with PokéBall, full HP)",70 (normal),229,Medium Slow,['Water 1'],"['50% male', '50% female']","20 (4,884–5,140 steps)
",['Grass'],"['Fire', 'Poison', 'Rock', 'Steel']","['Water', 'Electric']","This Pokémon is popular among the elderly, who say the vibrations of its lumps are great for massages.","[('1', 'Acid'), ('1', 'Drain Punch'), ('1', 'Echoed Voice'), ('1', 'Gastro Acid'), ('1', 'Growl'), ('1', 'Supersonic'), ('12', 'Mud Shot'), ('16', 'Round'), ('20', 'Bubble Beam'), ('24', 'Flail'), ('30', 'Uproar'), ('39', 'Aqua Ring'), ('46', 'Hyper Voice'), ('54', 'Muddy Water'), ('62', 'Rain Dance'), ('70', 'Hydro Pump')]"
538,Throh,['Fighting'],Judo Pokémon,1.3 m (4′03″),55.5 kg (122.4 lbs),"['Guts', 'Inner Focus', 'Mold Breaker']","
2 HP ","45 (5.9% with PokéBall, full HP)",70 (normal),163,Medium Fast,['Human-Like'],"['100% male', '0% female']","20 (4,884–5,140 steps)
","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[],They train in groups of five. Any member that can’t keep up will discard its belt and leave the group.,"[('1', 'Bind'), ('1', 'Leer'), ('5', 'Focus Energy'), ('10', 'Circle Throw'), ('15', 'Wide Guard'), ('20', 'Revenge'), ('25', 'Bulk Up'), ('30', 'Storm Throw'), ('35', 'Vital Throw'), ('40', 'Seismic Toss'), ('45', 'Endure'), ('50', 'Reversal'), ('55', 'Superpower')]"
